Node Number	X Location (m)	Y Location (m)	Z Location (m)	
554	7.2673e-004	-3.8337e-004	0.	
555	-2.1005e-004	-3.3736e-004	0.	
556	-3.165e-004	-3.0467e-004	0.	
557	-3.0535e-004	-2.4445e-004	0.	
558	-2.7474e-004	-3.7753e-004	0.	
559	6.5802e-004	2.1327e-004	0.	
560	6.9241e-004	3.173e-004	0.	
561	7.569e-004	3.0537e-004	0.	
562	6.201e-004	2.7275e-004	0.	
563	6.5795e-004	-7.8033e-004	0.	
564	6.8734e-004	-6.7033e-004	0.	
565	7.516e-004	-6.867e-004	0.	
566	6.2597e-004	-7.0537e-004	0.	
567	-3.3236e-004	2.1859e-004	0.	
568	-3.0674e-004	3.2035e-004	0.	
569	-2.4575e-004	3.0865e-004	0.	
570	-3.7003e-004	2.7338e-004	0.	
571	-3.473e-004	-7.9579e-004	0.	
572	-3.545e-004	-6.71e-004	0.	
573	-2.6162e-004	-6.8609e-004	0.	
574	-4.0336e-004	-7.3732e-004	0.	
575	2.3294e-004	3.1699e-004	0.	
576	3.1159e-004	3.1032e-004	0.	
577	3.0836e-004	2.3936e-004	0.	
578	2.8624e-004	3.8628e-004	0.	
579	1.6827e-004	-7.0365e-004	0.	
580	1.9801e-004	-6.5389e-004	0.	
581	2.934e-004	-6.5975e-004	0.	
582	3.0167e-004	-7.4712e-004	0.	
583	-7.946e-004	3.2435e-004	0.	
584	-6.674e-004	3.4534e-004	0.	
585	-6.8592e-004	2.5727e-004	0.	
586	-7.507e-004	3.7639e-004	0.	
587	-6.6584e-004	-6.4374e-004	0.	
588	-8.0392e-004	-6.6866e-004	0.	
589	-6.7296e-004	-7.3981e-004	0.	
590	-7.3723e-004	-6.2663e-004	0.	
591	3.2907e-004	6.8695e-004	0.	
592	3.4101e-004	8.502e-004	0.	
593	2.6187e-004	7.0026e-004	0.	
594	3.9927e-004	7.0682e-004	0.	
595	3.2179e-004	-3.2667e-004	0.	
596	3.398e-004	-1.5437e-004	0.	
597	2.5454e-004	-3.0292e-004	0.	
598	3.8705e-004	-2.9787e-004	0.	
599	-6.5474e-004	6.56e-004	0.	
600	-6.5696e-004	8.4634e-004	0.	
601	-7.3421e-004	6.8518e-004	0.	
602	-5.738e-004	6.8118e-004	0.	
603	9.27e-004	-2.3654e-003	0.	
604	8.8263e-004	-2.3881e-003	0.	
605	9.4284e-004	-2.4127e-003	0.	
606	-6.6588e-004	-3.3445e-004	0.	
